id,ids_prism,ids_bbref,ids_fangraphs,ids_mlbam,ids_nfbc,ids_sfbb,ids_yahoo,names_last,names_first,names_middle
9x738rjhq8,9x738rjhq8,iglesjo01,10231,578428,7867,iglesjo01,8848,Iglesias,Jose,Antonio
9xenfjqht0,9xenfjqht0,patrich01,30113,694477,12259,patrich01,61749,Patrick,Chad,Allen
9xldj4m4sm,9xldj4m4sm,bledajj01,26368,668709,10838,bledajj01,11782,Bleday,JJ,Joseph
9y8e89cwmd,9y8e89cwmd,shortza01,19562,670097,10776,shortza01,11438,Short,Zack,Ryan
9yxhj2nv9d,9yxhj2nv9d,millesh01,10197,571946,7683,millesh01,8871,Miller,Shelby,Charles
9yz52w35tm,9yz52w35tm,guilllu01,16451,641645,9870,guilllu01,10920,Guillorme,Luis,Miguel
9zqmktw5j4,9zqmktw5j4,bakerbr01,19804,641329,10853,bakerbr01,11998,Baker,Bryan,Scott
b024zr7kdd,b024zr7kdd,netoza01,31347,687263,11741,netoza01,60214,Neto,Zach,Adam
b0k8lt7et4,b0k8lt7et4,merrija01,29490,701538,11891,merrija01,12522,Merrill,Jackson,Peter
b1knwecp3h,b1knwecp3h,rojasjo01,19734,668942,10670,rojasjo01,11623,Rojas,Josh,Luke
b2nj4y96xw,b2nj4y96xw,madrini01,20521,663611,10297,madrini01,11306,Madrigal,Nick,M.
b3gztf5mgw,b3gztf5mgw,wardta01,17548,621493,10076,wardta01,10496,Ward,Taylor,Taylor
b3rmlh58f8,b3rmlh58f8,muncyma02,29779,691777,12301,muncyma02,12501,Muncy,Max,Price
b4bhgbrfnh,b4bhgbrfnh,rockeku01,31843,677958,12183,rockeku01,60427,Rocker,Kumar,
b4l4e4gjrw,b4l4e4gjrw,durbica01,29646,702332,12204,durbica01,61788,Durbin,Caleb,
b71pppg7zm,b71pppg7zm,nardian01,25942,677053,11536,nardian01,12673,Nardi,Andrew,Christopher
b73pm7sjj8,b73pm7sjj8,loaisjo01,19753,642528,9897,loaisjo01,11044,Loáisiga,Jonathan,Stanley
b771j61k04,b771j61k04,mateojo01,17273,622761,9524,mateojo01,10239,Mateo,Jorge,Luis
b8n9bdv3vh,b8n9bdv3vh,arenano01,9777,571448,8223,arenano01,9105,Arenado,Nolan,James
b8rf7n012w,b8rf7n012w,hiurake01,20003,669374,10264,hiurake01,10912,Hiura,Keston,Wee Hing Natsuo
b8rvwfmfn4,b8rvwfmfn4,contrwi01,11609,575929,9263,contrwi01,10166,Contreras,Willson,Eduardo
b910rz0r9d,b910rz0r9d,biebesh01,19427,669456,10038,biebesh01,10867,Bieber,Shane,Robert
b9esnl5mp4,b9esnl5mp4,aguiaju01,30031,687924,11959,,63548,Aguiar,Julian,
b9lmxmsxwr,b9lmxmsxwr,scottta02,13652,605463,10631,,11593,Scott,Tayler,James
b9x5jmq0v8,b9x5jmq0v8,larnatr01,21501,663616,10350,larnatr01,11347,Larnach,Trevor,John-Ikaiakaloa
bbn6kz68ld,bbn6kz68ld,bowdebe01,20198,641386,10741,,11450,Bowden,Ben,Douglas
bbq66s1gjh,bbq66s1gjh,perezma02,6902,527048,7791,perezma02,8652,Pérez,Martín,
bc0neq02vw,bc0neq02vw,stridsp01,27498,675911,11300,stridsp01,12281,Strider,Spencer,Robert
bc33d2fh0h,bc33d2fh0h,rosareg01,19964,666703,11367,rosareg01,12306,Rosario,Eguy,
bc5kx5vmz0,bc5kx5vmz0,baeji01,23818,678225,10013,baeji01,11818,Bae,Ji Hwan,
bd7zxc9qx8,bd7zxc9qx8,chapmma01,16505,656305,9683,chapmma01,10205,Chapman,Matt,James
bdk3lgr5er,bdk3lgr5er,alonspe01,19251,624413,10312,alonspe01,10918,Alonso,Pete,Morgan
bed2g8p09m,bed2g8p09m,hernani01,19281,663321,11866,,61280,Hernandez,Nick,Cody
bejzjzh8wd,bejzjzh8wd,vazquch01,9774,543877,8843,vazquch01,9762,Vázquez,Christian,Rafael
bfk3jy46z4,bfk3jy46z4,adamsjo03,23788,677941,10252,,11324,Adams,Jordyn,
bhe2ftz4bd,bhe2ftz4bd,garciri01,20023,670329,10678,,11453,Garcia,Rico,Rico
bhyr7dwtdw,bhyr7dwtdw,,sa3017639,680397,12420,,65387,Benschoter,Sam,Adam
bjg594he40,bjg594he40,,sa3015433,691893,12267,,60327,Cabrera,Jean,Carlos Eduardo
bkp37pzj60,bkp37pzj60,rodriel02,20962,660730,10393,,12291,Rodríguez,Elvin,Miguel
bkqgxtmpp0,bkqgxtmpp0,brashma01,25756,666374,11297,brashma01,12278,Brash,Matt,Aurel
blqpyfwwyr,blqpyfwwyr,ibanean01,18819,628451,10979,ibanean01,10607,Ibáñez,Andy,
bmjejqcnph,bmjejqcnph,bivensp01,30226,702352,12106,,62256,Bivens,Spencer,
bnvk9tv9jr,bnvk9tv9jr,rendoan01,12861,543685,8225,rendoan01,9106,Rendon,Anthony,Michael
bnwdhh11nm,bnwdhh11nm,martico02,19884,656686,10170,martico02,11316,Martin,Corbin,Montgomery
bp2s6zdbv4,bp2s6zdbv4,holmagr01,30002,680880,12158,,12506,Holman,Grant,James
bpbh7qwgk8,bpbh7qwgk8,burneco01,19361,669203,9800,burneco01,10910,Burnes,Corbin,Brian
bpx93ltjhw,bpx93ltjhw,fuentdi01,30661,800311,12415,,62487,Fuentes,Didier,Nicolas
bqf0lhhnjr,bqf0lhhnjr,altuvjo01,5417,514888,8116,altuvjo01,8996,Altuve,José,Carlos
br864lsvrw,br864lsvrw,,sa3014922,685068,12282,,64815,Ragsdale,Carson,Andrew
brt3mhm03w,brt3mhm03w,sosale01,22896,672820,11501,sosale01,12420,Sosa,Lenyn,Jose
brxhzsnrnd,brxhzsnrnd,gagema01,17381,657424,11488,,12631,Gage,Matt,Robert
bsfecj7edh,bsfecj7edh,junkja01,23301,676083,11280,junkja01,12263,Junk,Janson,Randall
bvjp7t1j6d,bvjp7t1j6d,housead01,12718,605288,9175,housead01,10098,Houser,Adrian,David
bvr9zw8j0w,bvr9zw8j0w,mecklwa01,31490,685133,11842,mecklwa01,61844,Meckler,Wade,Jameson
bw57gy1z54,bw57gy1z54,delosen01,18403,660853,10058,delosen01,11064,De Los Santos,Enyel,
bwnt5b7v8r,bwnt5b7v8r,bridejo01,24703,681146,11339,bridejo01,12319,Bride,Jonah,
bwr35zkzjr,bwr35zkzjr,berrijo01,14168,621244,8951,berrijo01,9872,Berríos,José,Orlando
bxjhnkw10w,bxjhnkw10w,bautife01,20666,642585,11379,bautife01,12346,Bautista,Félix,Alexander
bytw5fggvr,bytw5fggvr,marquge01,15038,608566,9295,marquge01,10402,Márquez,Germán,Andres
bz051klqww,bz051klqww,hortoca01,31872,690990,11886,hortoca01,60118,Horton,Cade,Michael
c121jwen0m,c121jwen0m,bassobr01,25582,669620,11972,bassobr01,63477,Basso,Brady,Marshall
c1cn85g8yh,c1cn85g8yh,dubinsh01,24977,681869,11002,,11902,Dubin,Shawn,Anthony
c2776evqc8,c2776evqc8,peralfr01,18679,642547,9915,peralfr01,11014,Peralta,Freddy,
c3092czjwr,c3092czjwr,higasky01,5517,543309,9470,higasky01,10678,Higashioka,Kyle,Harris
c3hmgf0sx0,c3hmgf0sx0,mcfartj01,3237,519008,8445,mcfartj01,9350,McFarland,T. J.,John
c3lywqx8kd,c3lywqx8kd,bibeeta01,30134,676440,11595,bibeeta01,60137,Bibee,Tanner,Hayes
c4qlwdxbs8,c4qlwdxbs8,gillico01,26171,687362,12142,,63927,Gillispie,Connor,Brammer
c6lppvs7h4,c6lppvs7h4,rogertr01,22286,669432,10351,rogertr01,10909,Rogers,Trevor,J'Daniel
c7bbej8wn8,c7bbej8wn8,skenepa01,33677,694973,11885,skenepa01,62972,Skenes,Paul,David
c7gx3bvbv0,c7gx3bvbv0,swansda01,18314,621020,9432,swansda01,10234,Swanson,Dansby,Dansby
c7xsbf7n0d,c7xsbf7n0d,booseca01,16061,592155,12080,,61577,Booser,Cam,Joseph
c7ynjc2qs0,c7ynjc2qs0,pegueli01,24273,678894,11096,pegueli01,11883,Peguero,Liover,
c8ygk92gxd,c8ygk92gxd,burdini01,16074,595897,8952,burdini01,9873,Burdi,Nick,Edward
c9y235lgmh,c9y235lgmh,pasquvi01,27676,686469,11415,pasquvi01,12449,Pasquantino,Vinnie,Joseph
cbekwzgngm,cbekwzgngm,zulueyo01,27765,691172,11687,,12743,Zulueta,Yosver,Jose
cbq1bw89b4,cbq1bw89b4,miranjo01,20538,669304,10253,miranjo01,11496,Miranda,José,Francisco
ccc2ejm25m,ccc2ejm25m,palacjo01,19818,641943,10852,palacjo01,11999,Palacios,Joshua,John
cck2przy8r,cck2przy8r,contrro01,22810,672710,10426,contrro01,11804,Contreras,Roansy,
cd3mvs1ggw,cd3mvs1ggw,birdja01,21267,656234,11493,birdja01,12635,Bird,Jake,Timothy
cdl92wptgm,cdl92wptgm,marinro01,23488,676760,11392,marinro01,12332,Marinaccio,Ron,James
cdzskwf8kr,cdzskwf8kr,mccusca01,33098,676812,12398,,63083,McCusker,Carson,Michael
chfj0z3jfr,chfj0z3jfr,acunaro01,18401,660670,9775,acunaro01,10646,Acuña,Ronald,Jose
cjvw7m9qsh,cjvw7m9qsh,degroja01,10954,594798,8784,degroja01,9701,deGrom,Jacob,Anthony
cjy8hrn1jw,cjy8hrn1jw,garrere01,16866,657585,10511,garrere01,11255,Garrett,Reed,
cle93hflt8,cle93hflt8,westbjo01,27815,676059,11610,westbjo01,12122,Westburg,Jordan,Cole
clvncrw08w,clvncrw08w,hoffman01,29633,694851,12401,,60204,Hoffmann,Andrew,Michael
cmzm30k2gr,cmzm30k2gr,osunaal02,27915,696030,12300,osunaal02,60436,Osuna,Alejandro,Alejandro
cnytr461lw,cnytr461lw,murphse01,19352,669221,10327,murphse01,10929,Murphy,Sean,Michael
cpdqehceer,cpdqehceer,blossja01,33168,814005,12109,blossja01,62903,Bloss,Jake,
cprefyqry4,cprefyqry4,stallja01,13723,607732,9384,stallja01,10318,Stallings,Jacob,Daniel
cqzngg1dnd,cqzngg1dnd,vivasjo01,23917,678391,11398,,12341,Vivas,Jorbit,Jose
csmt11v0r4,csmt11v0r4,melenmj01,22197,669004,10293,melenmj01,10891,Melendez,MJ,S.
ct6t0kdkqw,ct6t0kdkqw,wrighky01,19665,657140,10093,wrighky01,10847,Wright,Kyle,Hardy
ct9yg460sd,ct9yg460sd,mullice01,17929,656775,10072,mullice01,10849,Mullins,Cedric,Cedric
ctc6rvcj8m,ctc6rvcj8m,leahyky01,24763,681517,11822,,61601,Leahy,Kyle,Yandow
cw9rj8t68w,cw9rj8t68w,andujmi01,15878,609280,9523,andujmi01,10544,Andújar,Miguel,Enrique
cx29dlq8wr,cx29dlq8wr,misiean01,18152,664948,10875,,11990,Misiewicz,Anthony,
cyy7nhrbeh,cyy7nhrbeh,pegueel01,21652,665625,11267,,12254,Peguero,Elvis,Antonio
cz4fy6eep8,cz4fy6eep8,lukesna01,18123,664770,11637,lukesna01,12714,Lukes,Nathan,Donald
czg7mjstd4,czg7mjstd4,stonega01,27792,694813,11587,stonega01,60231,Stone,Gavin,Blaine
czxb7f115h,czxb7f115h,rodriya01,33838,684320,11916,rodriya01,63645,Rodríguez,Yariel,Humberto
d06cfleqt8,d06cfleqt8,,sa3014677,691384,11984,,60114,Perales,Luis,Alexis
d07kjz9vgd,d07kjz9vgd,laurera01,17128,657656,9919,laurera01,11124,Laureano,Ramón,
d09lgnwdlw,d09lgnwdlw,harpebr03,11579,547180,7885,harpebr03,8875,Harper,Bryce,Aron Max
d1bg7r482w,d1bg7r482w,rouppla01,30076,694738,11634,rouppla01,60650,Roupp,Landen,Brice
d1rkvrxwsh,d1rkvrxwsh,berropr01,22932,672860,11635,berropr01,12709,Berroa,Prelander,
d3wdfp1bp8,d3wdfp1bp8,pallaan01,26108,669467,11442,pallaan01,12591,Pallante,Andre,Andre
d41yf2cdpr,d41yf2cdpr,whitlfo01,19586,666215,9817,whitlfo01,10479,Whitley,Forrest,Forrest
d430hn5480,d430hn5480,hendrky01,12049,543294,8841,hendrky01,9758,Hendricks,Kyle,Christian
d4b4g91n1w,d4b4g91n1w,peredjh01,19802,640902,11066,,11437,Pereda,Jhonny,Fernando 
d4r5tcmfq4,d4r5tcmfq4,johnsbr03,20002,669369,11526,johnsbr03,12664,Johnson,Bryce,Christopher
d5s7c0gd3m,d5s7c0gd3m,reynobr01,19326,668804,10153,reynobr01,10577,Reynolds,Bryan,Patrick
d5v76sfd10,d5v76sfd10,banueda01,23250,675915,12079,,61673,Bañuelos,David,Clemente
d5x9wp1yz0,d5x9wp1yz0,lopezot01,19608,672640,10422,lopezot01,12100,Lopez,Otto,Ariel
d9hxwfw448,d9hxwfw448,boltoco01,23265,675989,10908,,11819,Bolton,Cody,Donovan
d9lp80jenm,d9lp80jenm,wilsost02,20353,621051,11369,wilsost02,12307,Wilson,Steven,Christopher
d9v8ycssfr,d9v8ycssfr,gustory01,26440,687473,12187,gustory01,63918,Gusto,Ryan,Cole
dc15t7939w,dc15t7939w,wellsau01,27562,669224,11599,wellsau01,12161,Wells,Austin,Kenneth
dc3txvxmv4,dc3txvxmv4,ramosbr01,25621,682868,11658,ramosbr01,12417,Ramos,Bryan,
dcj0f9zvew,dcj0f9zvew,suganto01,35321,608372,11148,suganto01,64895,Sugano,Tomoyuki,
dcqfpp300m,dcqfpp300m,edwarxa01,22266,669364,10365,edwarxa01,11375,Edwards,Xavier,James
dcvecl3tmd,dcvecl3tmd,hillja01,30250,677955,12048,hillja01,12407,Hill,Jaden,Jaden
dcvkf0lem8,dcvkf0lem8,sianimi01,22557,672279,10292,sianimi01,11293,Siani,Michael,
ddtk845fnh,ddtk845fnh,donovbr01,24679,680977,11357,donovbr01,12351,Donovan,Brendan,Michael
degdnbg9z8,degdnbg9z8,crochga01,27463,676979,10900,crochga01,12046,Crochet,Garrett,Nolan
dfnzp1zvl8,dfnzp1zvl8,stewabr01,16727,592779,9392,stewabr01,10325,Stewart,Brock,Allen
dfxryvgh5w,dfxryvgh5w,camerno01,30184,702070,12201,camerno01,60211,Cameron,Noah,
dg600jqyrh,dg600jqyrh,wentzjo01,19962,666214,10246,wentzjo01,10426,Wentz,Joey,Barrett
dg6m1xfrjm,dg6m1xfrjm,willitr01,16977,592866,9457,willitr01,10144,Williams,Trevor,Anthony
djcgbpyvwd,djcgbpyvwd,briesbe01,26079,689225,11429,briesbe01,12604,Brieske,Beau,Conner
djdr216wz4,djdr216wz4,dunnol01,26295,686554,12036,dunnol01,62212,Dunn,Oliver,Harris
dk5t0lbvxm,dk5t0lbvxm,rodrijo10,22530,671286,10247,rodrijo01,61828,Rodríguez,Johnathan,
dk7q8nv6wh,dk7q8nv6wh,wicksjo01,30094,696136,11847,wicksjo01,12384,Wicks,Jordan,
dlk1ynj8sm,dlk1ynj8sm,sheehem01,29839,686218,11811,sheehem01,60238,Sheehan,Emmet,Emmet
dlq2b6qkpw,dlq2b6qkpw,sanojja01,28253,691594,12177,sanojja01,62194,Sanoja,Javier,Ernesto
dmdy1cy2gw,dmdy1cy2gw,matoslu02,26467,682641,11678,matoslu01,11871,Matos,Luis,Eduardo
dn1cp0xdkd,dn1cp0xdkd,allenlo02,27589,671106,11412,allenlo02,60139,Allen,Logan,Taylor
dn3w4c2t98,dn3w4c2t98,lorenmi01,14843,547179,9028,lorenmi01,9949,Lorenzen,Michael,Clifton
dnhzf6yr6w,dnhzf6yr6w,senzaan01,15488,622608,9297,senzaan01,10176,Senzatela,Antonio,
dp6kpk45hh,dp6kpk45hh,casastr01,22514,671213,10355,casastr01,11279,Casas,Triston,Ray
dppwkh3jzw,dppwkh3jzw,sullibr01,18217,664954,10951,sullibr01,12063,Sullivan,Brett,Charles
dpx21wdkgr,dpx21wdkgr,kaiseco01,21535,663731,11813,,62227,Kaiser,Connor,William
dre64szhnd,dre64szhnd,haderjo01,14212,623352,9492,haderjo01,10131,Hader,Josh,Ronald
dryg1z7c34,dryg1z7c34,canoye01,25911,666974,11467,canoye01,12614,Cano,Yennier,
ds7qq77kyr,ds7qq77kyr,darviyu01,13074,506433,8210,darviyu01,9095,Darvish,Yu,
dt22hn7ts4,dt22hn7ts4,hanifbr01,22304,669724,11873,,11427,Hanifee,Brenan,
dtd2khfrh4,dtd2khfrh4,greenhu01,22182,668881,10216,greenhu01,10862,Greene,Hunter,Hunter
dtsjt0j2f8,dtsjt0j2f8,saalfan01,26203,685314,11856,,61757,Saalfrank,Andrew,Jacob
dv1kj6r0dh,dv1kj6r0dh,cavalca01,27473,676917,10971,cavalca01,12007,Cavalli,Cade,Cade
dv58edyj88,dv58edyj88,leiteja01,30146,683004,11327,leiteja01,12561,Leiter,Jack,Thomas
dvxz2wnttr,dvxz2wnttr,wagamer01,23395,676572,12181,wagamer01,62183,Wagaman,Eric,
dww2lrb110,dww2lrb110,gibauia01,17871,664139,10484,,11091,Gibaut,Ian,Philip
dxr2v5b0nd,dxr2v5b0nd,sengako01,31838,673540,11182,sengako01,12776,Senga,Kodai,
dxvlk7lb44,dxvlk7lb44,meylu01,25620,682825,12286,,64812,Mey,Luis,Ellison
dxwn2k4mt4,dxwn2k4mt4,diazya01,16578,650490,9639,diazya01,10465,Díaz,Yandy,
dz7v37m92r,dz7v37m92r,meadopa01,23800,678009,10307,meadopa01,11310,Meadows,Parker,
e1kqp3hy7h,e1kqp3hy7h,davisno01,25862,663562,11347,,12321,Davis,Noah,D.
e4qy052bpm,e4qy052bpm,rushida01,31382,687221,12190,rushida01,60232,Rushing,Dalton,Wayne
e545xts7n0,e545xts7n0,,sa3007495,682445,12240,,61938,Gonzalez,Domingo,Jose
e6hvm5xjdd,e6hvm5xjdd,nodary01,23312,676116,10322,nodary01,12765,Noda,Ryan,Anthony
e6w3h5k5nh,e6w3h5k5nh,taverle01,18900,665750,10274,taverle01,10608,Taveras,Leody,
e6wz4kp5zm,e6wz4kp5zm,mcderch01,29866,694646,11909,mcderch01,12438,McDermott,Chayce,Michael
e7f7pb7lv0,e7f7pb7lv0,camerda01,18353,663662,10182,camerda01,10481,Cameron,Daz,Jaroid
e867w9bxtr,e867w9bxtr,millema03,31757,695243,11787,millema03,12505,Miller,Mason,James
e99j1wh62h,e99j1wh62h,noeljh01,24257,678877,11382,noeljh01,12313,Noel,Jhonkensy,
ecc7m4d9m0,ecc7m4d9m0,rossjo01,12972,605452,9065,rossjo01,9987,Ross,Joe,Andrew
ecnwh2k5em,ecnwh2k5em,pocheco01,19403,621363,10502,pocheco01,11548,Poche,Colin,Michael
ed5y4hrdbr,ed5y4hrdbr,ceasedy01,18525,656302,10191,ceasedy01,10438,Cease,Dylan,Edward
edhby3t54h,edhby3t54h,vestwi01,19769,676684,11186,vestwi01,12110,Vest,Will,Lane
eecck70khr,eecck70khr,brazohu01,6107,623211,11519,brazohu01,12658,Brazobán,Huascar,Leandro
eefzf38cy0,eefzf38cy0,thomarh01,31793,689041,12390,thomarh01,62192,Thomas,Rhylan,Christopher
eehg1s2v1d,eehg1s2v1d,murphto04,13499,608596,8657,murphto04,9570,Murphy,Tom,James
ef1ltv3nb4,ef1ltv3nb4,keplema01,12144,596146,9172,keplema01,10095,Kepler,Max,
efvpynkftr,efvpynkftr,finneky01,15009,640448,10792,finneky01,11709,Finnegan,Kyle,Edward
eg6mz5d1f4,eg6mz5d1f4,sweentr01,29575,700242,12155,sweentr01,12494,Sweeney,Trey,Thomas
ehhk108kkr,ehhk108kkr,mclaima01,29695,680574,11613,mclaima01,12390,McLain,Matt,Michael
ehpg9kze6h,ehpg9kze6h,bichebo01,19612,666182,9820,bichebo01,10766,Bichette,Bo,Joseph
ehs6g1yh3w,ehs6g1yh3w,holtoty01,26231,663947,11459,holtoty01,12606,Holton,Tyler,Tyler
ek9fmljfpd,ek9fmljfpd,borucry01,16350,621366,9960,borucry01,10958,Borucki,Ryan,Joseph
elz52gpv5d,elz52gpv5d,thomala02,16939,657041,10446,thomala02,11238,Thomas,Lane,Michael
emg73xlk0m,emg73xlk0m,realmjt01,11739,592663,8800,realmjt01,9718,Realmuto,J. T.,Tyler
emr2qltbj0,emr2qltbj0,barnhtu01,10200,571466,8747,barnhtu01,9664,Barnhart,Tucker,J.
enlpzq68tw,enlpzq68tw,armstsh01,12857,542888,9123,armstsh01,10047,Armstrong,Shawn,Michael
ep8b0wvy5m,ep8b0wvy5m,mountry01,18373,663624,9977,mountry01,10429,Mountcastle,Ryan,Lee
epkv8hmfem,epkv8hmfem,hillri01,4806,448179,5831,hillri01,7578,Hill,Rich,Joseph
epn5x4h8j8,epn5x4h8j8,schunaa01,25524,668845,11079,,11758,Schunk,Aaron,Livingston
eq4qj8gx3w,eq4qj8gx3w,brubajt01,17578,664141,10476,brubajt01,11227,Brubaker,JT,Trey
eq6mg1tp00,eq6mg1tp00,urshegi01,10681,570482,9069,urshegi01,9991,Urshela,Gio,
erej4rbyv4,erej4rbyv4,teodoem01,sa3015158,693713,11945,teodoem01,60433,Teodo,Emiliano,
ev3t7bglvr,ev3t7bglvr,strahma01,13799,621381,9205,strahma01,10355,Strahm,Matt,Scott
ev718lw96h,ev718lw96h,moorech03,34979,695681,12194,moorech03,64361,Moore,Christian,
evg547wslr,evg547wslr,viladry01,22165,668723,10324,viladry01,10875,Vilade,Ryan,James
evvm4j88yw,evvm4j88yw,soderty01,27467,691016,11071,soderty01,12005,Soderstrom,Tyler,Christian
exhrkqwy38,exhrkqwy38,thaisma01,19318,642136,10286,thaisma01,10497,Thaiss,Matt,Kevin
eyqqfrkbg4,eyqqfrkbg4,jacksal02,17276,656577,8963,jacksal02,9885,Jackson,Alex,James
eyzwkfztcm,eyzwkfztcm,sanchal04,18551,645305,10752,,11676,Sánchez,Ali,Miguel
f0qfbzshjr,f0qfbzshjr,topaju01,15145,623437,11126,topaju01,12067,Topa,Justin,Robert
f13mk75dj8,f13mk75dj8,kurtzni01,35110,701762,12222,kurtzni01,64313,Kurtz,Nick,Jeffrey
f22cd935p0,f22cd935p0,pearsna01,20160,663878,10295,pearsna01,10960,Pearson,Nate,Alexander
f2lwprp9mh,f2lwprp9mh,civalaa01,19479,650644,10640,civalaa01,10869,Civale,Aaron,James
f3j0jjt2rw,f3j0jjt2rw,kolekst01,21487,663568,12009,kolekst01,60645,Kolek,Stephen,James
f47m78kmmd,f47m78kmmd,mayzati01,15042,641835,9339,mayzati01,10787,Mayza,Tim,Gerard
f4kgvg1bfr,f4kgvg1bfr,janseda01,16535,643376,9795,janseda01,10959,Jansen,Danny,Robert
f521cjy84h,f521cjy84h,handlma01,26106,668974,12388,,60901,Handley,Maverick,Dayne
f536t9vjq4,f536t9vjq4,gomezyo01,22872,672782,11157,,11806,Gómez,Yoendrys,Adrian
f78jq1vqg8,f78jq1vqg8,warreau01,24937,681810,11246,,12237,Warren,Austin,Davis
f7d3t26p2m,f7d3t26p2m,moretda01,21101,664294,11294,moretda01,12274,Moreta,Dauri,Michell
f8wh4p8mg4,f8wh4p8mg4,fraleja01,19260,641584,10225,fraleja01,11568,Fraley,Jake,Arnold
f8zxgqbzs4,f8zxgqbzs4,trammta01,19960,666211,10339,trammta01,10866,Trammell,Taylor,Walter-Lee
fbgjrgd6lh,fbgjrgd6lh,thompza02,25918,668868,10898,thompza02,11840,Thompson,Zack,David
fcj7t91fs0,fcj7t91fs0,helslry01,18138,664854,10321,helslry01,10946,Helsley,Ryan,Dalton
fcse1d3wx4,fcse1d3wx4,belljo02,13145,605137,8962,belljo02,9883,Bell,Josh,Evan
fddpp1sx2h,fddpp1sx2h,couloda01,13293,543056,8921,couloda01,9844,Coulombe,Danny,Paul
fe68bgw044,fe68bgw044,,sa3009716,682785,12326,,63533,Bastardo,Angel,Jose
fefp8g1fhd,fefp8g1fhd,garcilu03,6984,472610,8542,garcilu03,9455,García,Luis,Amado
feg5lm8bbd,feg5lm8bbd,salech01,10603,519242,7887,salech01,8780,Sale,Chris,Allen
fg24z3lzzm,fg24z3lzzm,garcijo02,23378,676480,10825,garcijo02,11291,Barrero,José,Israel
fgsqc8g6p0,fgsqc8g6p0,amayaja01,23296,676070,10398,amayaja01,11777,Amaya,Jacob,Carlos
fh3wl3fd34,fh3wl3fd34,thompry02,16647,657044,10960,thompry01,11889,Thompson,Ryan,Scott
fh7pkx4wxr,fh7pkx4wxr,littllu01,28036,681432,11858,,60126,Little,Luke,Justice
fj4xv3d9sh,fj4xv3d9sh,perdoge01,22799,672695,10397,perdoge01,11417,Perdomo,Geraldo,Rafael
fll5nwp37h,fll5nwp37h,jungja01,31437,690291,11929,jungja01,60170,Jung,Jace,Andrew
fltvqr6n8h,fltvqr6n8h,schlica01,32095,693645,12361,,64985,Schlittler,Cam,John
fpkcqtnnyr,fpkcqtnnyr,festada01,30056,701581,11902,festada01,60269,Festa,David,
fq8y2revy8,fq8y2revy8,selbyco01,24986,681882,11669,,12757,Selby,Colin,
fqb6h1sdbh,fqb6h1sdbh,kellyca02,13620,608348,9452,kellyca02,10395,Kelly,Carson,Franklin
fr4d588e20,fr4d588e20,harvehu01,15507,640451,8633,harvehu01,9547,Harvey,Hunter,Luke
frcyhvvbgd,frcyhvvbgd,dovalca01,21992,666808,11105,dovalca01,11536,Doval,Camilo,
fs24mvl950,fs24mvl950,wagueja01,18318,621097,10495,wagueja01,11248,Waguespack,Jacob,Daniel
fsv3t6tq7m,fsv3t6tq7m,lawlajo01,29976,691783,11439,lawlajo01,12355,Lawlar,Jordan,Jeffrey-Joseph
fw8spljj6w,fw8spljj6w,lugoma01,25980,683090,12270,,11737,Lugo,Matthew,Jabel
fwb7kbrq08,fwb7kbrq08,langfwy01,33333,694671,11881,langfwy01,62973,Langford,Wyatt,Michael
fx7zd1yet4,fx7zd1yet4,delacbr01,19600,650559,11247,delacbr01,12236,De La Cruz,Bryan,Starling
fz9xfw51m8,fz9xfw51m8,rodrira02,23974,678495,11393,rodrira02,12305,Rodríguez,Randy,Alberto
fzhd45mcy4,fzhd45mcy4,vaughan01,26197,683734,10788,vaughan01,11866,Vaughn,Andrew,Clayton
fzkgsedtqd,fzkgsedtqd,sandsco01,21461,663485,11364,sandsco01,12156,Sands,Cole,Cole
g08znks580,g08znks580,hernada03,20271,678226,11832,,63278,Hernández,Daysbel,
g0crklgvxr,g0crklgvxr,deverra01,17350,646240,9708,deverra01,10235,Devers,Rafael,Calcano
g0f0x1zdhd,g0f0x1zdhd,fulmeca01,18311,608334,9404,fulmeca01,10168,Fulmer,Carson,Springer
g0k5zdkg68,g0k5zdkg68,naylojo01,18839,647304,10255,naylojo01,10572,Naylor,Josh,James
g0xszc9swr,g0xszc9swr,alvarna01,31765,805373,12129,alvarna01,62057,Alvarez,Nacho,
g153xrl8mm,g153xrl8mm,simpsch01,31912,802415,12212,simpsch01,60420,Simpson,Chandler,Lenard
g1552tqjcd,g1552tqjcd,lovelri01,19337,663992,10525,lovelri01,10889,Lovelady,Richard,Tyler
g294zrx1f0,g294zrx1f0,,sa3015213,692030,11994,,63483,Corniell,Jose,Armando
g2ghj8y6hr,g2ghj8y6hr,nimmobr01,12927,607043,8955,nimmobr01,9876,Nimmo,Brandon,Tate
g2z9xhq8b4,g2z9xhq8b4,,sa3019969,682987,12047,,60294,Jones,Spencer,George
g3mn2frv74,g3mn2frv74,,sa3017385,680743,12268,,12360,Cusick,Ryan,
g4e687dg24,g4e687dg24,dominse01,19249,622554,9838,dominse01,11011,Domínguez,Seranthony,Ambioris
g4ee6qj0pm,g4ee6qj0pm,cruzom01,23875,678316,12289,,62625,Cruz,Omar,Alejandro
g4w6pq621m,g4w6pq621m,troutmi01,10155,545361,7689,troutmi01,8861,Trout,Mike,Nelson
g59f1ds8kr,g59f1ds8kr,johnstr02,26143,687859,11905,johnstr02,60622,Johnston,Troy,Michael
